id--Response_ID	submitdate--Date_submitted	lastpage--Last_page	startlanguage--Start_language	a03--Gender:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--City:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--State/Province:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--Country:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--Formation_or_Concentration:__Please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--Please_tell_us_the_highest_degree_achieved:	b03--Are_you_affiliated_with_any_institutions/groups/organizations?	b04--Could_you_tell_us_which_one(s)?	b05--If_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __Which_of_these_are_your_main_work_area?	c02--For_how_many_years_have_you_been_working_in_this_area?__ 	e01--How_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--Could_you_explain_a_bit_your_previous_answer?	e02--Which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[SQ001]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Most_used:]	e04[SQ002]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Second_most_used_(if_any):]	e04[SQ003]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Third_most_used_(if_any):]	e08[SQ001]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_1:]	e08[SQ002]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_2_(if_any):]	e08[SQ003]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_3(if_any):]	e05--Was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--Could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_PCR_machine).	e07--In_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--Do_you_use_Open_Technologies*_in_your_work/research/projects?__ __*Any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--Which_ones?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d02--Do_you_know_anyone_who_is_using_open_technologies?	d05--Could_you_tell_us_what_they_are_using?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d03--Do_you_know_any_scientific_equipment_that_is_open_source?	d06--Which_ones_(please_list_all_that_you_know/remember._Separate_them_with_commas:_OpenPCR,_OpenEphys,_etc)	f01--Would_you_consider_buying_equipment_from_new_brands?	f08--Could_you_tell_us_why?	f02--Would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--Could_you_tell_us_why?	f03--Have_you_ever_tested_equipment_from_less_known/new_brands?	f04--You_did_it_because:	f05--Have_you_ever_built_laboratory_equipment_yourself?	f06--Could_you_please_tell_us_a_bit_more_about_it?	f07--Would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_DIY_paradigm?
149	2019-01-24 20:11:47	8	es	Male	Lima	Lima	Peru	Ingeniería	Masters	Yes	Universidad Peruana Cayetano Heredia	Researcher	Engineering	4	Partially satisfactory	Las facultades suelen comprar equipos/herramientas propietarias que demandan grans de montos de dinero, lo cual condiciona la adquisión de otros equipos. Sin embargo, estan comenzando a apostar por los software y hardware libres pero en mínimas cantidades.	The amount of time necessary to repair/calibrate existing equipment	Impresora 3D	Centrifuga	Incubadora	Microscopio de fluorescencia	Espectrofotometro	Rotovapor	No			Yes	Software: OpenSCAD, FreeCAD, Repetier, Gensole, Ubuntu | Hardware: Arduino, Rephone, Raspberry Pi	Yes	Software: OpenSCAD, FreeCAD, Repetier, Ubuntu | Hardware: Arduino, Rephone, Raspberry Pi	Yes	OpenPCR, FlyPi, OpenDROP. OpenFlexure, OpenTrons, Generic Lab Equipmente by Gaudilabs	Yes	Estas nuevas propuesta necesitan el apoyo y validaci{on de la comunidad	Yes	¡Porque es DIVERTIDO! Además puedes capacitar a más personas y que el proyecto se replique localmente.	Yes	Looking for affordable option	Yes	Replique una impresora 3D modelo Prusa i3 y estoy terminando la construcción de un colorimetro e incubadora.	Yes
150	2019-01-25 11:39:16	8	en	Other	Warsaw		Poland	Computer science, biology	Masters	Yes	Nencki Institute	Student	Other	8	Partially satisfactory	Yes	Other	Computers	Coffe machine	Microwave oven	CUDA-enabled card of compute capability >= 3.5	More RAM and HDD storage.	More powerful workstation	Yes	Random access memory and disk storage.	Equipment unavailable (other reasons than being broken)	Yes	Ubuntu, Git, Python, NumPy, SciPy, matplotlib, pandas, LibreOffice, Inkscape	Yes	Yes. (Ubuntu, Git, Python, NumPy, SciPy, matplotlib, pandas, LibreOffice, Inkscape)	No		Maybe	No	Yes	Yes	Yes	Just to try out new things	Yes	Yes	Yes
151		3	en	Male	Bristol	England	United Kingdom	Biology	PhD	Yes	University of Bristol	Researcher	Other	5					none	none		None	None																		
152		3	pt-BR	Male	Oxford	Oxfordshire	United Kingdom	Biologia	PhD	Yes	Oxford University	Researcher	Biology	3					none	none		None	None																		
153		4	en	Male	Stockholm 		Sweden 	Biomaterials 	PhD	Yes	KTH 	Researcher	Engineering	8	Partially satisfactory	Equipment scattered. Blocked access in individual groups 	Certain types of equipment are not available	Rtpcr	Microscope 	Qcm	Confocal microscope 	Hplc 	None	Yes	Microscope 	Equipment unavailable (other reasons than being broken)															
154		3	en	Female				Neuroscience	Bachelors of science	Yes		Student	Biology	5					none	none		None	None																		
155	2019-01-26 18:36:36	8	en					Electronics	Specialization (after undergrad studies)	Yes	Asian Institute of Technology	Student	Engineering	6	Partially satisfactory	Although we have enough equipment that ment to accommodate students, we lack when and we need a new equipment for our researcher. It takes us lot of time to get permission from institute and  procure equipment.	Certain types of equipment are not available	Oscilloscope, FPGA, AVR ATmega328, 50ME	Software Defined Radios, Xlinx Spatron	none	Arduino	Raspberry Pi	Adlam Pluto SDR	Yes	I started a project on Software Defined Radios(SDR),where I need new SDR equipment . We ordered new and it took months to come. Although we got it, due to low performance of Hardware I had to change the Project.	Equipment unavailable (other reasons than being broken)	Yes	Debian, GNU Radio, Adlam Pluto SDR, Raspberry Pi, Python, TP-Link, TP-link frimware	Yes	Debian, Python, Keras, Open CV 	Yes	Adlam Pluto SDR, GNU Radio,  FlyPi	Yes	Usually I  buy form new brands that have initiatives of  Open Source Hardware, which forecasts the use of it for open science ad Technology.	Yes	We as a group our own Arduino based Microcontrollers. I especially made a DIY using existing Software Defined Radio and External Antennas.	Yes	Needed to establish new protocols/experiments in the lab for which there were no options available in the market	Yes	"We as a small group of startup did experimentation to build agricultural product that suits for Indian Scenario.For this tested large samples of equipment and we had a small lab where we  have built, implemented and tested.

We as  4 members nearly have an equipment of nearly  2  Lakh worth of, where the fund is generated by doing some outsourcing services."	Yes
156		1	en	Female					Masters	Yes																															
157			en																																						
158		3	en	Male	Sacramento	California	United States	Biochemistry	PhD	Yes	vitality.bio	Non-administrative/non-academic work	Chemistry	6					none	none		None	None																		
159		1	en	Male	Berlin	Berlin	Deutschland																																		
160		0	en																																						
161	2019-01-29 15:44:26	8	en	Male				physics	PhD	Yes		Researcher	Physics	10	Partially satisfactory		Too many users for a small number of equipment/tools	xrd	computers	laser spectrometer	xray diffractometer	spectrometer	None	Yes		Equipment broke and it took too much time to repair it	Yes	python, ubuntu, gsas, eclipse	Yes	python, ubuntu, gsas, eclipse	No		Yes	so long as their equipment is sound....	Yes	ensure meets requriements	Yes	Looking for affordable option	Yes	budget constraints necessitated building a flouresence spectrometer	Yes
162	2019-01-29 19:09:45	8	en	Male	Montreal	Quebec	Canada	Undergrad in CS	 PhD in systems neuroscience	PhD	Yes	Mcgill	Researcher	Biology	12	Satisfactory	There is a bit of contention for some resources but can mostly be fixed via planning		Neurophysiology 	Transcranial electrical stimulator	Eye tracker	Electroencephalograph	Access to VLSI	None	Yes			Yes	Python, Linux, open ephys, gcc, R	Yes	Python, Linux, open ephys, gcc, R	Yes	OpenEphys	Yes	Depends on specs, price, and support	Yes	Yes if the project has more time than money. No for some projects where speed is of the essence. For example, a recent DARPA contract had such a tight timeline that we opted for a commercial rather than open source product. We didn’t want to risk the time and wanted to have 3rd party support available	Yes	Just to try out new things	Yes	Microdrive, adapted from a microscope stage. All sorts of adapters, response boxes, etc
163		1	en	Male	Atlanta	Ga	Usa		Masters	Yes																															
164	2019-01-30 01:43:17	8	en	Male	Ottawa	Ontario	Canada	high school	High school	Yes	Hiqa inc.	Non-administrative/non-academic work	Other	15	Satisfactory			Pick and place machine	nonesolder paste screen printer 	Reflow oven	Juli pick and place machine	Selective solder machine	Reflow oven	Yes			No		No		No		Yes	I am not brand loyal to anything 	Yes	I have the facilities and knowledge to build it	Yes	Looking for affordable option	No		Yes
165		1	en		Brisbane	QLD	AUSTRALIA																																		
166		3	en	Male	Cape Town	Western Cape	South Africa	Medicine	PhD	Yes	University of Cape Town	Researcher	Biology	10					none	none		None	None																		
167	2019-01-30 18:08:19	8	en	Female				biochemistry	Masters	Yes		Student	Biology	1	Partially satisfactory		Too many users for a small number of equipment/tools	Centrifuge	incubator	electrophoretic unit	electrophoresis unit	gel dock	flash evaporator	No			I wouldn't know		I wouldn't know		No		Maybe	we won't know the working procedure.	Yes	i am interested to make something on own.	No		No		Yes
168			en																																						
169	2019-01-31 08:15:11	8	en	Female	Bahir Dar	Amhara	Ethiopia	Computer Science	Masters	Yes	Bahir Dar  University	Researcher	Computer science	4	Unsatisfactory	 in order to access Equipment inside our institution  very hard because  equipment's are not available  and also in order to buy it is difficult	Too many users for a small number of equipment/tools	Computer	sensors	Arduino Microcontroller	Sensors	raspberry pi 	GPU based PC	Yes	Sensors and Arduino	Equipment unavailable (other reasons than being broken)	No		No		No		Yes	Because most of the time New brands equipment have capability to perform any activity /task in efficient manner	Yes	yes  Because now I am working on wireless communication  research  center and I want to  build my laboratory equipment and train my Bsc students and staffs	Yes	Only available brand	No		Yes
170	2019-01-31 08:58:00	8	en	Male	Lisbon	Lisbon	Portugal	Biology	PhD	Yes	Champalimaud Research	Researcher	Biology	9	Satisfactory	the group I work in now is well funded, this was different in my previous lab though, where I would have answered partially satisfactory		electrodes	photometry systems	microscopes	electrophysiological tools	None	None	I wouldn't know			Yes	Python, Linux, ImageJ, Arduino, RasperryPI, OpenEphys, PyPhotometry, Bonsai	Yes	Python, Linux, ImageJ, Arduino, Pulsepal, RaspberriPi, OpenEphys, Bonssai	Yes	PulsePal, OpenEphys, PyPhotometry, 	Yes	I am not sure I understand the question. Why wouldn't I? I decide by the specs.	Yes	low cost, customizability to my own specific needs	Yes	Looking for affordable option	Yes	I have developed hardware myself. Optogenetical stimulators, olfactory stimulators (which is open 	) ), various smaller tools/devices, modifications of existing equipment etc.
171		2	en					physics	PhD	Yes			Arts																												
172			en																																						
173	2019-01-31 10:00:52	8	es	Female	Paris		France	Biología	PhD	Yes	ICM institute du cerveau et de la moelle epiniere	Researcher	Biology	10	Partially satisfactory	La mayor parte del equipamiento mas caro pertenece a diferentes plataformas del centro en el que trabajo. Me refiero a microscopios confocales, secuenciadores, facs sorters etc.. esta estructura permite tener acceso a equipamiento que de otra forma no podríamos tener y es en general optimo. Sin embargo a veces no se ajusta a las necesidades especificas del proyecto o solo puede utilizarse a través de un técnico.	Certain types of equipment are not available	pcr	confocales	secuencidares	Qubit cuantificador con alta sensibilidad de RNA, DNA y proteína	bioanalycer para comprovar el estado de conservacion de las extracciones de RNA	two photon microscope	No			Yes	FIJI	Yes	Python for data analysis	No		Yes	Si el rendimiento es el mismo no veo inconveniente en usar nuevas marcas	Yes	No veo dificultad en seguir instrucciones	No		Yes	una estación de comportamiento para drosophila	Yes
174	2019-01-31 10:00:22	8	en	Female				Pharmacology	Masters	Yes	University of Ibadan	Student	Other	3	Unsatisfactory	Equipment are outdated and some work have to be done outside of the institution, in private laboratories.	Other	Electron microscope	Spectrophotometer	PCR machine	Microscope	Microscope	-90°C refrigerator	Yes	-90°C refrigerator	Equipment unavailable (other reasons than being broken)	I wouldn't know		No		No		Yes	If it's cheaper, easily accessible and readily available.	Yes	It'll come with it a knowledge of knowing the components and being able to disassemble when there's a fault and repair as appropriate.	No		No		Yes
175	2019-01-31 10:51:06	8	en	Male	Cape Town	Western Cape	ZA	Biology	Masters	Yes	UCT	Researcher	Biology	5	Unsatisfactory	 there is often a mismatch between what is really needed and what funds are used for. Also, often researchers are not aware of where their fields are going in a real-world sense	Too many users for a small number of equipment/tools	western blot facilities	various thermocycler systems	ultra centrifuges	bioreactors for the production of microbial biomass on pilot-scale	bench-top cytometer 	untracentrifuge	Yes	access to good fluorescence microscopes, cytometers, inaccessible microbial strains from various pay-to-play collections 	Equipment broke and it took too much time to repair it	No		No		No		Yes	fast-paced biotech innovation drives our research paradigm	No	it depends on the time required, but our research field is already almost prohibitively time consuming	Yes	Looking for affordable option	Yes	various bioreators for specific research applications. Also, integrated a multi photo laser into a fluorescent microscope for GFP-mediated axotomy in CV. elegans	Yes
176	2019-01-31 11:07:18	8	en	Female	Cape Town	Western Cape	South Africa	biology, bioprocess engineering	PhD	Yes	University of Cape Town	Researcher	Biology	16	Partially satisfactory	Aging but in working order or being maintained in working order	The amount of time necessary to repair/calibrate existing equipment	Autoclaves	centrifuges	shaking incubators	Gas chromatography system	Off line gas analyser	None	Yes	Software for outdated off line gas analyser	Equipment broke and it took too much time to repair it	I wouldn't know		I wouldn't know		No		Yes	Often more competitively priced. Although after sales service is important and therefore the distributor will need to guarantee this.	Yes	A deeper understanding of the inner working of the instrument would allow more freedom for either altering it or replacing broken parts in house.	Yes	Looking for affordable option	Yes	Specialised reactors.	Yes
177		3	de	Male		NRW	Deutschland	Chemie	High school	Yes		Student	Chemistry	5					none	none		None	None																		
178		1	en	Female																																					
179		1	de																																						
180		1	en	Male	Kumasi 	Ashanti region 	Ghana																																		
181		3	en	Male	London		UK	Biology, Physics, Psychology	PhD	Yes	UCL	Researcher	Other	10					none	none		None	None																		
182		3	en	Male			United Kingdom	Computer Science	PhD	Yes	University of Cambridge	Researcher	Biology	10					none	none		None	None																		
183	2019-01-31 15:00:47	8	en	Male	Accea		Ghana	Pharmacy 	Masters	Yes	University of health and allied sciences	Researcher	Pharmacy	2	Unsatisfactory	The School of Pharmacy in which i teach is about 3 years old. Equipment acquisition is still ongoing but the current manifest of equipment is inadequate.	Certain types of equipment are not available	Uv/Visible/Fluorescence mictoplate reader	Centrifuge	Hplc	Micromanipulator with accessories	Inverted microscope	Liquid chromatograpy-mass spectrometer	Yes	I recently had to use hplc for analysing trace amounts of compunds in the blood instead of using a more sensitove method like lc-ms	Equipment unavailable (other reasons than being broken)	Yes	ImageJ, Python, R, Jwatcher,Solomon coder, BORIS	I wouldn't know		No		Yes	The current procurement procedures avalialble in my institution does not allow the school to purchase anything other than brand new equipment. However , the institution accepts refurbished equipment that comes in in the form of a grant.	Yes	It is cheap, easily accessible and also easy customisation of experiment.	Yes	Looking for affordable option	Yes	"A microfuge
Mechanical shaker"	Yes
185	2019-01-31 14:59:55	8	en	Male				Molecular biology	Masters	Yes	University of Groningen	Researcher	Biology	6	Satisfactory	The available equipment is accessible to trained researchers based on the project need		thermocycler	Electrophoresis	Scale	voltage clamp fluorometry	two electrode voltage clamp	automated protein purification system	No			No		Yes	Ubuntu, Python, 3D printer	Yes	OpenPCR, OpenEphys, open electrophoresis apparatus	Yes	Because change is good	Yes	It would allow me to become the expert and gain knowledge about the specific technologies	Yes	Just to try out new things	Yes	OpenPCR, electrophoresis apparatus	Yes
186	2019-01-31 15:22:44	8	en	Male	Ho	Volta Region 	Ghana 	Pharmacy and pharmaceutical sciences	Masters	Yes	University of Health and Allied Sciences, And Kwame Nkrumah University of Science and Technology, Kumasi.	Researcher	Pharmacy	5	Unsatisfactory	Our university is a young institution and there are financial constraints hindering our ability to procure needed equipment for laboratory research	Certain types of equipment are not available	Hplc machine	Rotary evaporator	ELISA Reader	Rotary evaporator	HPLC machine	Freeze dryer	Yes	Rotary evaporator, ELISA reader, UV-Fluorescence chamber	Equipment unavailable (other reasons than being broken)	No		Yes	Python, R, Knime, OpenSCAD	No		Yes	New technologies help build more efficient equipment & I believe new brands may equally be good or even better than well-known brands	Yes	This will enhance work flow. DIY will usually require lower capital & make more use of the scarce resource. Building equipment myself will enhance maintenance capacity & reduce redundance	Yes	Brand was recommended by a colleague	Yes	We built and tested a mechanical shaker with sieves for analysing powders	Yes
187		1	en																																						
188		3	en	Male			Canada	Biology	PhD	Yes		Researcher	Biology	15					none	none		None	None																		
189	2019-01-31 18:13:29	8	en	Male	Olympia	Washington	USA	Biology, computer science	Masters	Yes	Cascadia Research Collective	Non-administrative/non-academic work	Biology	6	Partially satisfactory	We have reasonably good access to field equipment, but some of it is getting old and worn. Well funded projects can afford new equipment, other projects need to make due with what is in the equipment room.	Certain types of equipment are not available	Cameras	Tags	Hydrophones	Remotely operated underwater vehicle	Wave glider	Hydrophone array	Yes	Porpoise click detector 	Equipment unavailable (other reasons than being broken)	Yes	R, Linux, c	Yes	Open rov	Yes	Towable hydrophone, open rov	Yes	They often innovate a new product unavailable elsewhere	Yes	My previous career was as a firmware engineer. I miss some aspects of making, and easy to get back to that.	Yes	Just to try out new things	Yes	USB testers, analog to digital converters, diagnostic cards for computers, tag components, hydrophone.	Yes
190	2019-01-31 18:21:16	8	en	Female		California	USA	Oceanography	PhD	Yes	Scripps Institution of Oceanography, UC San Diego	Non-administrative/non-academic work	Education	1	Partially satisfactory	Some of our equipment is very old, and our buildings are very old. 	Certain types of equipment are not available	FTIR Spectroscopy	Raman spectroscopy	none	Microscope FTIR 	None	None	Yes	Microscope FTIR	Equipment unavailable (other reasons than being broken)	Yes	R	Yes	ImageJ, Python	No		Yes	If it's what I need, I don't care the brand.	Yes	I know what science needs to be done. 	Yes	Needed to establish new protocols/experiments in the lab for which there were no options available in the market	Yes	I needed to build a sampling method, and so we had to build equipment that didn't exist. 	No
191		3	en	Female			Israel	Biology	Masters	Yes	Technion	Student	Biology	5					none	none		None	None																		
192		1	en																																						
193	2019-01-31 19:01:34	8	en	Male	Victoria	BC	Canada	Biology	Bachelors of science	Yes	University of Victoria	Student	Biology	4	Satisfactory	My lab is well funded and I have enough academic connections that access to most equipment is not an issue. The main problem is when expensive equipments is shared among multiple users, resulting in somewhat limited access.		Laminar flow hood	Analytical balance	Microscope	Infrared Spectrophotometer	Automated microscope	None	No			Yes	R, QGIS	Yes	ImageJ, Python, R, QGIS	No		Yes	If the equipment is up to standards then the brand doesn't matter.	Yes	If it makes it possible to do things that otherwise wouldn't be affordable, then it would be beneficial.	No		No		Yes
194	2019-01-31 19:25:13	8	en	Male	Galveston	Texas	USA	BS Biology Marine and Freshwater	Bachelors of science	Yes	NOAA NMS FGBNMS	Researcher	Other	3	Satisfactory	We generally have sufficient funds to purchase justifiable research equipment		Seabird Scientific SBE16plus V2	SCUBA gear	YSI handheld water quality meter	automated buoys to track conditions in real time at Flower Garden Banks	Live feed camera technology from FGBNMS	None	No			No		No		No		Yes	Always looking to upgrade, streamline and collect accurate data efficiently	Yes	We're capable and cost would likely be much lower	No		No		Yes
195	2019-01-31 19:55:22	8	en	Female	Lagos		Nigeria	Marine biology	Masters	Yes	Nigerian Institute for Oceanography and Marine Research	Researcher	Other	11	Unsatisfactory	We don't have equipment.	Certain types of equipment are not available	Microscope	none	none	Multimeter	Tide guage	Digital microscope	Yes	Digital microscope	Equipment unavailable (other reasons than being broken)	I wouldn't know		I wouldn't know		No		Yes	They may be able to be more effective and affordable.	Yes	That way I can customize it and repair it.	No		No		Yes
196			en																																						
197	2019-01-31 21:51:38	8	en	Male	Ho		Ghana	Pharmacy 	Masters	Yes	University of Health and Allied Sciences 	Researcher	Pharmacy	3	Unsatisfactory	New University and my program is just 3 years old. No equipment for top notch research	Certain types of equipment are not available	UV Spectrophotometer 	none	none	Single Crystal X-ray Diffractometer	None	None	No			No		No		No		Maybe	If there are funds why not? 	Yes	Half a loaf is better than none	No		No		Yes
198		5	en	Male	Montere	CA	USA	Conservation Biology	Masters	Yes	Monterey Bay Aquarium	Researcher	Biology	10	Partially satisfactory		Other	Raman Microscope	none	none	raman microsope	None	None	Yes			Yes	R	Yes	R	No										
199	2019-01-31 23:01:41	8	en			CA	United States	ecology	PhD	Yes		Researcher	Biology	17	Satisfactory	We have new equipment for a variety of uses that has yet to be used.		isotope sample preparation tools - mortar, pestle, etc.	none	none	tissue homogenizer	None	None	I wouldn't know			Yes	R, RStudio, GitHub	Yes	R, RStudio, GitHub, Python	No		Yes	If it was well reviewed and offered something new that others could not, I would be interested.	No	I'm not sure I would have the skills.	No		No		Yes
200	2019-02-01 00:08:00	8	en	Male	Kumasi	Ashanti region	Ghana	I am trained biomedical scientist with expertise in medical microbiology (all aspects of microbiology), pathology, clinical chemistry, transfusion science and haematology.	Bachelors of science	Yes	Kumasi Hive and Open Bioeconomy Lab	Researcher	Biology	2	Unsatisfactory	Access to equipment for research and educational purposes has been difficult due to its expensive nature. Therefore, it become difficult to acquire. On the other hand, due to the close design manufacturing system of same of the equipment, it becomes difficult to repair or use especially if the reagents are used up and there is the need to change and use another reagent.	Certain types of equipment are not available	Bioreactor	Thermocycler	Electrophoresis system	Bioreactor	Thermocycler	Microscope	Yes	High Performance Liquid Chromatography Machine	Equipment unavailable (other reasons than being broken)	Yes	Open Science Framework, Github, Gitlab	Yes	Creating and distributing molecular biology research tools and protocols using the Open Science Framework to enhance distributed low-cost biomanufaturing.	Yes	FlouPi, open microcentrifuge	Maybe	You consider buying an equipment brand new if the diy equipment doesn't meet the calibration standard to enable me generate accurate results.	Yes	This will enable me to have access to the manufacturing protocols hence enabling me to start a micromanufacturing line to manufacture and sell equipment at subsidized cost to users and leveraging it to provide employment opportunities to unemployed graduate youths.	Yes	Looking for affordable option	Yes	I tried building a diy thermocycler using 3D printing and arduino.	Yes
201			en																																						
202	2019-02-01 06:50:37	8	en	Female	Cape Town	Western Cape	South Africa	Molecular and Cell Biology	Masters	Yes	UCT	Student	Biology	3	Partially satisfactory	We have most of the equipment we need. However, the machines are very old, breaking often and there're too few of them to accommodate everyone.	Too many users for a small number of equipment/tools	ultracentrifuge	vacuum infiltration pump	SDS-PAGE equipment	ultracentrifuge	SDS-PAGE gel plates and electrophoresis equipment	vacuum infiltration pump	I wouldn't know			Yes	"ImageJ, Python, Benchling, NCBI
"	Yes	ImageJ, Python, Benchling, NCBI	No		Yes	If it was more affordable I would.	Yes	If it was more affordable I would.	Yes	Only available brand	No		Yes
203	2019-02-01 08:48:55	8	en	Male	Buenos Aires	Ciudad Autónoma de Buenos Aires	Argentina	Biotechnology	PhD	Yes	Universidad Nacional de Quilmes	Researcher	Biology	15	Unsatisfactory	Budget is very limited. No core facilities. 	Certain types of equipment are not available	Desktop computers	High-performance computing cluster	none	Graphic processing units (GPUs)	None	None	Yes	High-performance computing cluster storage disk	Equipment broke and it took too much time to repair it	Yes	Python, Ubuntu, several pieces of software for bioinformatics purposes	Yes	Python, Ubuntu, several pieces of software for bioinformatics purposes	Yes	OpenPCR, colorimeter, 3D printer	Maybe	Because they seem to improve (support, quality, price/quality rate) over well-known brands.	Yes	To tinker with components	Yes	Looking for affordable option	Yes	Built computers from parts after looking for most convenient suppliers of each component	Yes
204			en																																						
205	2019-02-01 09:10:20	8	en	Female	Cape Town	Western Cape	South Africa	Molecular Biology	Bachelors of science	Yes	Univeristy of Cape Town	Student	Biology	5	Partially satisfactory	Old equipment such as HPLCs give issues, tests that can be done are limited by available equipment 	The amount of time necessary to repair/calibrate existing equipment	Centrifuges 	Microscopes 	High Performance liquid chromotographers 	A High Performance liquid Chromotography machine 	None	None	I wouldn't know			Yes	"Nikon Fluorescent Microscope 
"	Yes	Python	No		Yes	Depending if they are local / are feeding into development of science in Africa	Yes	depending how complicated it is and the level of performance of equipement 	No		No		Yes
206	2019-02-01 09:28:36	8	en					Biology 	Masters	Yes	University of Port Harcourt 	Researcher	Biology	2	Unsatisfactory	We are limited in that we lack modern day instruments for our research 	Certain types of equipment are not available	Microscope	Transects	Incubator	Thermal Cycler	Ultraviolet Transilluminator	Nanospectrophotomer 	Yes	Thermal Cycler, Ultraviolet Transilluminator, Nanospectrophotometer, 	Equipment unavailable (other reasons than being broken)	No		No		No		No	It could be very Expensive 	Yes	That would provide me with the Technical skills I would need to Maintain the equipment and also save so much cost in buying new equipment 	Yes	Only available brand	No		Yes
207	2019-02-01 09:53:03	8	en					Biochemistry	Masters	Yes	Champalimaud Foundation	Student	Other	4	Satisfactory	In general funding is not an issue		Custom-made treadmills for mice	none	none	two photon microscope	two photon mesoscope	None	No			Yes	ImageJ, Python, Bonsai, Miniscope	Yes	ImageJ, Python, Bonsai, Miniscope, ScanImage, Ubuntu, R, OpenEphys	Yes	OpenEphys, Miniscopes	Yes	If it's a new concept	Yes	Its a good solution in terms of cost, customization and maintenance	No		Yes	We have ordered the parts of Miniscopes and bult several of them. We built our own behavioral rigs	Yes
208		3	en		Cambrdge		uk	Medicine	Bachelors of science	Yes	Cambridge University	Researcher	Health	20					none	none		None	None																		
209	2019-02-01 12:31:05	8	en	Male				Cognitive sciences	Bachelors of art	Yes		Researcher	Education	3	Unsatisfactory		Certain types of equipment are not available	Laptop	none	none	Eye-trackers	None	None	Yes		Equipment unavailable (other reasons than being broken)	Yes	Firefox, Python, Open Office, Open Journal Systems, many, many .js libraries	Yes	Julia (programming language), [broad question]	No		Maybe	"Do you mean project money here? If so: yes, that would depend on the vendor. 
Personally I'm very brand-loyal"	Yes	I have experience with custom computer building etc.	Yes	Just to try out new things	No		Yes
210		3	en	Male	Cambridge			Chemistry	Masters	Yes	University of Cambridge	Student	Chemistry	6					none	none		None	None																		
